,heat pump Beauly,heat pump Peterhead,heat pump Neilston,heat pump Walpole
72,-1.0,-1.0000000001772786,0.0,0.0
73,-1.0,-1.0000000001969762,-0.3330805690200407,0.0
74,-1.0,-1.0000000002197154,0.0,0.0
75,-1.0,0.0,0.0,0.0
76,-1.0,-1.0000000002691476,0.0,0.0
77,-1.0,-1.000000000297298,0.0,0.0
78,-1.0,-1.000000000330331,0.0,0.0
79,-1.0,-1.0000000003648681,0.0,0.0
80,-1.0,-1.0000000004046066,0.0,0.0
81,-1.0,-1.0000000004540208,0.0,0.0
82,-1.0,-1.0000000005034768,0.0,0.0
83,-1.0,-1.000000000562721,0.0,0.0
84,-1.0,-1.0000000007327117,0.0,0.0
85,0.0,-1.0000000006947172,0.0,0.0
86,-1.0,-1.0000000007824774,0.0,0.0
87,-1.0,-1.0000000008761303,0.0,0.0
88,-1.0,-1.000000000973478,0.0,0.0
89,-1.0,0.0,0.0,0.0
90,-1.0,-1.0000000012271397,0.0,0.0
91,-1.0,0.0,0.0,0.0
92,-1.0,-1.0000000015178285,0.0,0.0
93,-1.0,0.0,0.0,0.0
94,0.0,-1.0000000018703548,0.0,0.0
95,-1.0,0.0,0.0,0.0
96,-1.0,0.0,0.0,0.0
97,-1.0,0.0,0.0,0.0
98,-1.0,0.0,0.0,0.0
99,-1.0,0.0,0.0,0.0
100,-1.0,0.0,0.0,0.0
101,-1.0,0.0,0.0,0.0
102,-1.0,0.0,-0.8463842952742127,0.0
103,-1.0,-1.0000000048639281,-2.7825000001060474,0.0
104,-1.0,-1.0000000053641251,0.0,0.0
105,-1.0,0.0,0.0,0.0
106,-1.0,0.0,0.0,0.0
107,-1.0,0.0,0.0,0.0
108,-1.0,-1.0000000082371048,0.0,0.0
109,-1.0,0.0,0.0,0.0
110,-1.0,0.0,0.0,0.0
111,-1.0,0.0,0.0,0.0
112,-1.0,-1.0000000122742136,0.0,0.0
113,-1.0,-1.0000000135341505,0.0,0.0
114,-1.0,-1.0000000150379451,0.0,0.0
115,0.0,-1.0000000166126568,0.0,0.0
116,-1.0,-1.0000000185297453,0.0,0.0
117,-1.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0
120,-1.0,0.0,0.0,0.0
121,-1.0,0.0,0.0,0.0
122,-1.0,0.0,0.0,0.0
123,-1.0,0.0,0.0,0.0
124,-1.0,0.0,0.0,0.0
125,-1.0,0.0,0.0,0.0
126,-1.0,-4.987386191669028e-08,0.0,0.0
127,-1.0,0.0,0.0,0.0
128,-1.0,0.0,0.0,0.0
129,-1.0,0.0,0.0,0.0
130,-1.0,0.0,0.0,0.0
131,-1.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0
139,-1.0,0.0,0.0,0.0
140,-1.0,-1.0000002398911865,0.0,0.0
141,-1.0,-1.0000002645611406,0.0,0.0
142,-1.0,-1.0000002878927001,0.0,0.0
143,-1.0,0.0,0.0,0.0
144,-1.0,-1.0000003540618918,0.0,0.0
145,-1.0,-1.000000393402102,0.0,0.0
146,-1.0,-1.0000004379536902,0.0,0.0
147,-1.0,-1.0000004856816074,0.0,0.0
148,-1.0,-1.000000532384865,0.0,0.0
149,-1.0,-1.000000590386141,0.0,0.0
150,-1.0,-1.000000652142609,0.0,0.0
151,-1.0,-1.0000007217569788,0.0,0.0
152,-1.0,-1.0000007987900652,0.0,0.0
153,-1.0,-1.0000008893012577,0.0,0.0
154,-1.0,-1.00000098420864,0.0,0.0
155,-1.0,0.0,0.0,0.0
156,0.0,-1.0000012536291214,-0.18777098025604744,0.0
157,-1.0,0.0,0.0,0.0
158,-1.0,0.0,0.0,0.0
159,-1.0,0.0,0.0,0.0
160,-1.0,-1.0000019144016414,0.0,0.0
161,-1.0,0.0,0.0,0.0
162,-1.0,-1.0000023271831748,0.0,0.0
163,-1.0,-1.0000025605676655,0.0,0.0
164,-1.0,-1.000002839477091,0.0,0.0
165,-1.0,-1.000003136314236,0.0,0.0
166,-1.0,0.0,0.0,0.0
167,-1.0,0.0,0.0,0.0
168,-1.0,0.0,0.0,0.0
169,-1.0,0.0,0.0,0.0
170,-1.0,0.0,0.0,0.0
171,-1.0,0.0,0.0,0.0
172,-1.0,-6.505235186491275e-06,0.0,0.0
173,-1.0,-8.504547443845662e-06,0.0,0.0
174,-1.0,0.0,0.0,0.0
175,-0.9024999999977437,0.0,0.0,0.0
176,-1.0,0.0,0.0,0.0
177,-1.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0
179,-1.0,0.0,0.0,0.0
180,-1.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0
184,-1.0,0.0,0.0,0.0
185,-1.0,0.0,0.0,0.0
186,-1.0,0.0,0.0,0.0
187,-1.0,0.0,0.0,0.0
188,-1.0,0.0,0.0,0.0
189,-1.0,-1.0000407223384624,0.0,0.0
190,0.0,-1.0000438607503628,0.0,0.0
191,-1.0,-1.0000488304373734,0.0,0.0
192,-1.0,-1.0000543630085301,0.0,0.0
193,0.0,-1.000060522195038,0.0,0.0
194,-1.0,-1.0000675109994352,0.0,0.0
195,-1.0,-1.0000750122215947,0.0,0.0
196,-1.0,-1.0000825317398596,0.0,0.0
197,0.0,-1.000091339634056,0.0,0.0
198,-1.0,0.0,0.0,0.0
199,-1.0,0.0,0.0,0.0
200,-1.0,0.0,0.0,0.0
201,-1.0,0.0,0.0,0.0
202,-1.0,-1.0001552980290562,0.0,0.0
203,-1.0,-1.0001756211493351,0.0,0.0
204,-1.0,-1.0001977857814859,0.0,0.0
205,-1.0,-0.4524435422181202,0.0,0.0
206,0.0,0.0,0.0,0.0
207,-1.0,-0.00027754546810978745,0.0,0.0
208,-1.0,-0.0003008795042759782,0.0,0.0
209,-1.0,0.0,0.0,0.0
210,-1.0,0.0,0.0,0.0
211,-1.0,0.0,0.0,0.0
212,-1.0,0.0,0.0,0.0
213,-1.0,-8.923666647409794e-05,0.0,0.0
214,-1.0,-0.0005270542348548473,0.0,0.0
215,-1.0,0.0,0.0,0.0
216,-1.0,0.0,0.0,0.0
217,-1.0,0.0,0.0,0.0
218,-1.0,0.0,0.0,0.0
219,-1.0,-1.0009367192070262,0.0,0.0
220,-1.0,-1.0010428430185623,0.0,0.0
221,-1.0,-1.0011655274638838,0.0,0.0
222,-1.0,-1.0013177405114753,0.0,0.0
223,-1.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0
225,0.0,-1.0018906728407941,0.0,0.0
226,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0
233,-1.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0
239,-1.0,0.0,0.0,0.0
240,-1.0,0.0,0.0,0.0
241,-1.0,0.0,0.0,0.0
242,-1.0,0.0,0.0,0.0
243,-1.0,0.0,0.0,0.0
244,-1.0,0.0,0.0,0.0
245,-1.0,-0.015295046479950166,0.0,0.0
246,-1.0,-0.01664652191865885,0.0,0.0
247,-1.0,0.0,0.0,0.0
248,-1.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0
251,0.0,-0.02926248069919446,0.0,0.0
252,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0
268,-1.0,0.0,0.0,0.0
269,-1.0,0.0,0.0,0.0
270,-1.0,0.0,0.0,0.0
271,-1.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0
273,-1.0,0.0,0.0,0.0
274,-1.0,0.0,0.0,0.0
275,-1.0,0.0,0.0,0.0
276,-1.0,0.0,0.0,0.0
277,-1.0,0.0,0.0,0.0
278,-1.0,0.0,0.0,0.0
279,-1.0,0.0,0.0,0.0
280,-1.0,0.0,0.0,0.0
281,-1.0,0.0,0.0,0.0
282,-1.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0
304,-0.0,0.0,0.0,0.0
305,-0.7482250000011972,0.0,0.0,0.0
306,-1.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0
316,-1.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0
319,0.0,0.0,0.0,0.0
320,0.0,0.0,0.0,0.0
321,0.0,0.0,0.0,0.0
322,-0.7482250000011972,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0
324,-0.7482250000011972,0.0,0.0,0.0
325,-0.7482250000011972,0.0,0.0,0.0
326,-0.7482250000011972,0.0,0.0,0.0
327,-0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0
348,0.0,0.0,0.0,0.0
349,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0
351,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0
360,0.0,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0
366,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0
368,-0.7482250000011972,0.0,0.0,0.0
369,-1.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0
371,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0
373,0.0,0.0,0.0,0.0
374,0.0,0.0,0.0,0.0
375,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0
377,0.0,0.0,0.0,0.0
378,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0
382,0.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0
386,0.0,0.0,0.0,0.0
387,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0
391,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,0.0
393,0.0,0.0,0.0,0.0
394,0.0,0.0,0.0,0.0
395,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,0.0
397,0.0,0.0,0.0,0.0
398,0.0,0.0,0.0,0.0
399,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0
401,0.0,0.0,0.0,0.0
402,0.0,0.0,0.0,0.0
403,-1.0,0.0,0.0,0.0
404,0.0,0.0,0.0,0.0
405,-1.0,-1.0000000009790704,0.0,0.0
406,-1.0,0.0,0.0,0.0
407,-1.0,0.0,-0.0797257652079395,0.0
408,-1.0,0.0,-3.5751343171307113,0.0
409,-1.0,0.0,0.0,0.0
410,-1.0,0.0,0.0,0.0
411,-1.0,0.0,0.0,0.0
412,-1.0,-1.0000000020002242,0.0,0.0
413,0.0,0.0,0.0,0.0
414,0.0,-1.000000002440543,0.0,0.0
415,0.0,-1.0000000027170608,0.0,0.0
416,0.0,-1.0000000030367773,0.0,0.0
417,0.0,0.0,0.0,0.0
418,0.0,-1.0000000045135813,0.0,0.0
419,0.0,-1.0000000044345745,0.0,0.0
420,0.0,0.0,0.0,0.0
421,0.0,0.0,0.0,0.0
422,0.0,0.0,0.0,0.0
423,0.0,0.0,0.0,0.0
424,0.0,0.0,0.0,0.0
425,0.0,0.0,0.0,0.0
426,0.0,0.0,0.0,0.0
427,0.0,0.0,0.0,0.0
428,0.0,0.0,0.0,0.0
429,0.0,0.0,0.0,0.0
430,0.0,0.0,0.0,0.0
431,0.0,0.0,0.0,0.0
432,0.0,0.0,0.0,0.0
433,0.0,0.0,0.0,0.0
434,0.0,0.0,0.0,0.0
435,0.0,0.0,0.0,0.0
436,0.0,0.0,0.0,0.0
437,0.0,0.0,0.0,0.0
438,0.0,0.0,0.0,0.0
439,0.0,0.0,0.0,0.0
440,0.0,-1.000000041049673,0.0,0.0
441,0.0,0.0,0.0,0.0
442,0.0,0.0,0.0,0.0
443,0.0,0.0,0.0,0.0
444,0.0,0.0,0.0,0.0
445,0.0,0.0,0.0,0.0
446,0.0,0.0,0.0,0.0
447,0.0,0.0,0.0,0.0
448,0.0,-1.0000000941497518,0.0,0.0
449,0.0,0.0,0.0,0.0
450,0.0,0.0,0.0,0.0
451,0.0,-1.000000127488012,0.0,0.0
452,-1.0,-1.0000001416533466,0.0,0.0
453,-1.0,0.0,0.0,0.0
454,-1.0,-1.0000002003507262,0.0,0.0
455,-1.0,0.0,0.0,0.0
456,-1.0,-1.0000002110794362,0.0,0.0
457,-1.0,-1.0000002345327068,0.0,0.0
458,-1.0,-1.0000003053661428,0.0,0.0
459,-1.0,0.0,0.0,0.0
460,-1.0,0.0,0.0,0.0
461,-1.0,-1.0000003574648788,0.0,0.0
462,-1.0,0.0,0.0,0.0
463,-1.0,0.0,0.0,0.0
464,-1.0,0.0,0.0,0.0
465,-1.0,-1.00000054483292,0.0,0.0
466,-1.0,-1.0000005961491296,0.0,0.0
467,-1.0,0.0,0.0,0.0
468,0.0,0.0,0.0,0.0
469,0.0,0.0,0.0,0.0
470,0.0,0.0,0.0,0.0
471,0.0,0.0,0.0,0.0
472,0.0,0.0,0.0,0.0
473,0.0,0.0,0.0,0.0
474,-1.0,0.0,0.0,0.0
475,-1.0,0.0,0.0,0.0
476,-1.0,0.0,0.0,0.0
477,-1.0,0.0,0.0,0.0
478,-1.0,0.0,0.0,0.0
479,-1.0,0.0,0.0,0.0
480,0.0,0.0,-0.9590315760601058,0.0
481,0.0,0.0,0.0,0.0
482,0.0,0.0,-2.015635156223688,0.0
483,0.0,0.0,0.0,0.0
484,-1.0,0.0,-0.8395829990377734,0.0
485,-1.0,0.0,-0.02478330234533388,0.0
486,0.0,0.0,0.0,0.0
487,0.0,0.0,0.0,0.0
488,0.0,0.0,0.0,0.0
489,0.0,0.0,0.0,0.0
490,0.0,0.0,0.0,0.0
491,0.0,0.0,0.0,0.0
492,0.0,0.0,0.0,0.0
493,0.0,0.0,0.0,0.0
494,0.0,0.0,0.0,0.0
495,0.0,0.0,0.0,0.0
496,0.0,0.0,0.0,0.0
497,0.0,0.0,0.0,0.0
498,0.0,0.0,0.0,0.0
499,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0
501,0.0,0.0,0.0,0.0
502,0.0,0.0,0.0,0.0
503,0.0,0.0,0.0,0.0
504,0.0,0.0,0.0,0.0
505,0.0,0.0,0.0,0.0
506,0.0,0.0,0.0,0.0
507,0.0,0.0,0.0,0.0
508,0.0,0.0,0.0,0.0
509,0.0,0.0,0.0,0.0
510,0.0,0.0,0.0,0.0
511,0.0,0.0,0.0,0.0
512,0.0,0.0,0.0,0.0
513,0.0,0.0,0.0,0.0
514,0.0,0.0,0.0,0.0
515,-1.0,0.0,0.0,0.0
516,0.0,0.0,0.0,0.0
517,0.0,0.0,0.0,0.0
518,0.0,0.0,0.0,0.0
519,-1.0,0.0,0.0,0.0
520,-1.0,0.0,0.0,0.0
521,0.0,0.0,0.0,0.0
522,0.0,0.0,0.0,0.0
523,0.0,0.0,0.0,0.0
524,0.0,0.0,0.0,0.0
525,0.0,0.0,0.0,0.0
526,0.0,0.0,0.0,0.0
527,-1.0,0.0,0.0,0.0
528,0.0,0.0,0.0,0.0
529,0.0,0.0,0.0,0.0
530,0.0,0.0,0.0,0.0
531,0.0,0.0,0.0,0.0
532,0.0,0.0,0.0,0.0
533,0.0,0.0,0.0,0.0
534,0.0,0.0,0.0,0.0
535,0.0,0.0,0.0,0.0
536,0.0,0.0,0.0,0.0
537,0.0,0.0,0.0,0.0
538,0.0,0.0,0.0,0.0
539,0.0,0.0,0.0,0.0
540,0.0,0.0,0.0,0.0
541,0.0,0.0,0.0,0.0
542,0.0,0.0,0.0,0.0
543,0.0,0.0,0.0,0.0
544,0.0,0.0,0.0,0.0
545,0.0,0.0,0.0,0.0
546,0.0,0.0,0.0,0.0
547,0.0,0.0,0.0,0.0
548,0.0,0.0,0.0,0.0
549,0.0,0.0,0.0,0.0
550,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,0.0
552,0.0,0.0,0.0,0.0
553,0.0,0.0,0.0,0.0
554,0.0,0.0,0.0,0.0
555,0.0,0.0,0.0,0.0
556,0.0,0.0,0.0,0.0
557,0.0,0.0,0.0,0.0
558,0.0,0.0,0.0,0.0
559,0.0,0.0,0.0,0.0
560,0.0,0.0,0.0,0.0
561,0.0,0.0,0.0,0.0
562,0.0,0.0,0.0,0.0
563,0.0,0.0,0.0,0.0
564,-1.0,0.0,0.0,0.0
565,-1.0,0.0,0.0,0.0
566,-1.0,0.0,0.0,0.0
567,0.0,0.0,0.0,0.0
568,0.0,0.0,0.0,0.0
569,0.0,0.0,0.0,0.0
570,0.0,0.0,0.0,0.0
571,0.0,0.0,0.0,0.0
572,0.0,0.0,0.0,0.0
573,0.0,0.0,0.0,0.0
574,0.0,0.0,0.0,0.0
575,0.0,0.0,0.0,0.0
576,0.0,0.0,0.0,0.0
577,0.0,0.0,0.0,0.0
578,0.0,0.0,0.0,0.0
579,0.0,0.0,0.0,0.0
580,0.0,0.0,0.0,0.0
581,0.0,-1.115122050790664,0.0,0.0
582,0.0,0.0,0.0,0.0
583,0.0,0.0,0.0,0.0
584,0.0,0.0,0.0,0.0
585,0.0,-1.1748217190308143,0.0,0.0
586,0.0,0.0,0.0,0.0
587,0.0,0.0,0.0,0.0
588,0.0,0.0,0.0,0.0
589,0.0,0.0,0.0,0.0
590,0.0,0.0,0.0,0.0
591,0.0,0.0,0.0,0.0
592,0.0,0.0,0.0,0.0
593,0.0,0.0,0.0,0.0
594,0.0,0.0,0.0,0.0
595,0.0,0.0,0.0,0.0
596,0.0,0.0,0.0,0.0
597,0.0,0.0,0.0,0.0
598,0.0,0.0,0.0,0.0
599,0.0,0.0,0.0,0.0
600,0.0,0.0,0.0,0.0
601,0.0,0.0,0.0,0.0
602,0.0,0.0,0.0,0.0
603,0.0,0.0,0.0,0.0
604,0.0,0.0,0.0,0.0
605,0.0,0.0,0.0,0.0
606,0.0,0.0,0.0,0.0
607,0.0,0.0,0.0,0.0
608,0.0,0.0,0.0,0.0
609,0.0,0.0,0.0,0.0
610,0.0,0.0,0.0,0.0
611,0.0,0.0,0.0,0.0
612,0.0,0.0,0.0,0.0
613,-1.0,0.0,0.0,0.0
614,-1.0,0.0,0.0,0.0
615,0.0,0.0,0.0,0.0
616,0.0,0.0,0.0,0.0
617,-0.0,0.0,0.0,0.0
618,0.0,0.0,0.0,0.0
619,0.0,0.0,0.0,0.0
620,0.0,0.0,0.0,0.0
621,0.0,0.0,0.0,0.0
622,0.0,0.0,0.0,0.0
623,0.0,0.0,0.0,0.0
624,0.0,0.0,0.0,0.0
625,0.0,0.0,0.0,0.0
626,0.0,0.0,0.0,0.0
627,0.0,0.0,0.0,0.0
628,0.0,0.0,0.0,0.0
629,0.0,0.0,0.0,0.0
630,0.0,0.0,0.0,0.0
631,0.0,0.0,0.0,0.0
632,0.0,0.0,0.0,0.0
633,0.0,0.0,0.0,0.0
634,0.0,0.0,0.0,0.0
635,0.0,0.0,0.0,0.0
636,0.0,0.0,0.0,0.0
637,0.0,0.0,0.0,0.0
638,0.0,0.0,0.0,0.0
639,0.0,0.0,0.0,0.0
640,0.0,0.0,0.0,0.0
641,0.0,0.0,0.0,0.0
642,0.0,0.0,0.0,0.0
643,0.0,0.0,0.0,0.0
644,-0.0,0.0,0.0,0.0
645,-0.7482250000011972,0.0,0.0,0.0
646,0.0,0.0,0.0,0.0
647,-0.7482250000011972,0.0,0.0,0.0
648,-0.0,0.0,0.0,0.0
649,-0.0,0.0,0.0,0.0
650,-0.0,0.0,0.0,0.0
651,-0.0,0.0,0.0,0.0
652,0.0,0.0,0.0,0.0
653,0.0,0.0,0.0,0.0
654,0.0,0.0,0.0,0.0
655,0.0,0.0,0.0,0.0
656,0.0,0.0,0.0,0.0
657,0.0,0.0,0.0,0.0
658,0.0,0.0,0.0,0.0
659,0.0,0.0,0.0,0.0
660,0.0,0.0,0.0,0.0
661,0.0,0.0,0.0,0.0
662,0.0,0.0,0.0,0.0
663,-0.7482250000011972,0.0,0.0,0.0
664,-0.7482250000011972,0.0,0.0,0.0
665,-0.7482250000011972,0.0,0.0,0.0
666,0.0,0.0,0.0,0.0
667,0.0,0.0,0.0,0.0
668,-0.7482250000011972,0.0,0.0,0.0
669,-0.7482250000011972,0.0,0.0,0.0
670,0.0,0.0,0.0,0.0
671,-0.7482250000011972,0.0,0.0,0.0
672,-0.7482250000011972,0.0,0.0,0.0
673,-0.7482250000011972,0.0,0.0,0.0
674,-0.7482250000011972,0.0,0.0,0.0
675,-0.7482250000011972,0.0,0.0,0.0
676,-0.7482250000011972,0.0,0.0,0.0
677,-0.7482250000011972,0.0,0.0,0.0
678,0.0,0.0,0.0,0.0
679,0.0,0.0,0.0,0.0
680,-1.0,0.0,0.0,0.0
681,-1.0,0.0,0.0,0.0
682,0.0,0.0,0.0,0.0
683,0.0,0.0,0.0,0.0
684,0.0,0.0,0.0,0.0
685,0.0,0.0,0.0,0.0
686,0.0,0.0,0.0,0.0
687,0.0,0.0,0.0,0.0
688,0.0,0.0,0.0,0.0
689,0.0,0.0,0.0,0.0
690,0.0,0.0,0.0,0.0
691,-1.0,0.0,0.0,0.0
692,-1.0,0.0,0.0,0.0
693,-1.0,0.0,0.0,0.0
694,-1.0,0.0,0.0,0.0
695,-1.0,0.0,0.0,0.0
696,-1.0,0.0,0.0,0.0
697,-1.0,0.0,0.0,0.0
698,-1.0,0.0,0.0,0.0
699,-1.0,0.0,0.0,0.0
700,-1.0,0.0,0.0,0.0
701,-1.0,0.0,0.0,0.0
702,-1.0,0.0,0.0,0.0
703,-1.0,0.0,0.0,0.0
704,-1.0,0.0,0.0,0.0
705,-1.0,0.0,0.0,0.0
706,-1.0,0.0,0.0,0.0
707,0.0,0.0,0.0,0.0
708,0.0,0.0,0.0,0.0
709,0.0,0.0,0.0,0.0
710,0.0,0.0,0.0,0.0
711,0.0,-0.017215934197126487,0.0,0.0
712,0.0,0.0,0.0,0.0
713,0.0,-0.9237542397472825,0.0,0.0
